ID,Name,Description,IsSum,GoalType,EntityName,EntityAttribute,CriteriaType,Weight
C0,team_must_be_assigned,Ensure every team is assigned to exactly one project,False,min,Team,id,2,1.0
C1,worker_belongs_to_team,Ensure every worker is assigned to a team,False,min,Worker,id,2,1.0
C2,sprint_backlog_must_have_sprint,Every Sprint Backlog must be linked to one Sprint,False,min,SprintBacklog,id,2,1.0
C3,feature_must_have_backlog,Every Feature must be part of the Product Backlog,False,min,Feature,id,2,1.0
C4,user_story_must_have_epic,Every User Story must be part of an Epic,False,min,UserStory,id,2,1.0
C5,task_must_have_story,Every Task must be part of a User Story,False,min,Task,id,2,1.0
C6,scrum_master_supports_team,Ensure every team has a Scrum Master,False,min,Team,id,2,1.0
C7,po_manages_backlog,Ensure the Product Backlog is managed by a Product Owner,False,min,ProductBacklog,id,2,1.0
C8,sprint_has_one_goal,Each Sprint must have one defined goal,False,min,Sprint,id,2,1.0
C9,feature_doc_exists,Critical features must have documentation,False,max,Feature,priority,1,1.0
